ID,EmriV,NrV,NrQV,NRVV,Komuna,EQV,01gja,02gja,P01KA,P02A,P02B,P03Perg,P04KVV,P04Fem,P05Lla,P05Ngj,P05Lis,P05Flv,P05Vul,P05Kut,P05Lib,P05Kab,P05ZFK,P06NFP,P07VNL,P08NKV,P09TKZ,P10SHS,P11NRS,P12KFV,PV1KHV,PDK,LDK,LVV,AAK,AKR,ParTj01,ParTj02,ParTj03,OJQ,Media,VzhND,VzhTjere,PV03UVL,PV04IDK,PV05GSH,PV06VUL,PV07-10,PV07-13,PV07-16,PV07-19,PV08ELV,PV09NVK,PV10VAS,PV11-3AN,PV12_Ref,PV12IFPo,ProcVotKom,PA01x1,PAifPO,PA02Fot,PA03M1F,PA04PPD,PA05DHU,PA06PRP,PA07M1P,PA08MBV,PA09VJK,PA10VAV,PA11VMF,PA12PAA,PA13INC,PM01PPV,PM02PJA,PM03LVT,PM04NUM,PM05-PDK,PM05-LDK,PM05-LVV,PM05-AAK,PM05-AKR,PM05-TJ1,PM05-TJ2,PM05-TJ3,PM05-OJQ,PM05-MED,PM05-VZH,PM05-TJE,PM06PPA,PM06KUSH,PM07VSH,PM08SHS,PM09SS,PM10NEN,PM11NVL,PM12NSH,PM13FVP,PM14PSH,PM15VSS,PM16ANA,PAK01,PAK02,PAK03,PAK04,PKK01,PKK02,PKK03,PKK04,VK00,VK01,VK02,PNR01,PNR02,PNR03,PNR04,PNR04Kush,PNR05Kom,VezhEm01,NrV01,VezhEm02,NrV02,KmnInc,Lokacioni,IncOra,IncTxt,IncVet,IncDeshm1,ID1Kon,IncDeshm2,ID2Kon,IncDeshm3,ID3Kon,IncKomTj,KomShtese,User,Time
987,,918,0401x,12r,Gjilan,Thimi Mitko,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,8,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,750,782,3,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,ADK,Vatra,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,49,184,307,381,15,0,21,PO,JO,0,,JO,,JO,JO,JO,JO,JO,PO,JO,JO,0,0,Gjithmonë,JO,19:07,JO,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,ADK,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,782,383,PO,PO,PO,PO,383,41,PO,PO,373,8,PO,PO,0,0,,Gjithmonë,Gjithmonë,23:58,JO,,,,,,,,,,,,,,,,,,,,DnV-F1 -Valmir Ismaili,12/9/2013
988,,,0420d,01d,Gjilan,Vesel Muja - Ponesh,PO,PO,6:00 - 7:00,PO,N/A,6:00 - 7:00,8,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,500,532,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,KDTP,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,22,96,178,241,5,5,0,PO,JO,0,,JO,,JO,JO,JO,JO,JO,PO,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,532,241,PO,PO,PO,,241,17,PO,PO,241,49,PO,PO,5,5,,Gjithmonë,Gjithmonë,21:00,JO,,,,,,,,,,,,,,,,,,,,DnV-F1 -Valmir Ismaili,12/9/2013
989,,726,0402d,06r,Gjilan,Selami Hallaqi,PO,PO,6:00 - 7:00,,,6:00 - 7:00,7,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,800,802,3,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,PSD,Vatra,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,59,200,380,480,0,0,30,PO,JO,0,,JO,,JO,JO,JO,JO,PO,JO,JO,JO,0,0,Gjithmonë,N/A,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,PSD,Vatra,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,803,480,PO,PO,PO,PO,438,43,PO,PO,466,14,PO,PO,0,0,,Gjithmonë,Gjithmonë,0:45,JO,,,,,,,,,,,,,,,,,,,,Jetmir Bakija 2,12/9/2013
990,,1413,0401d,09r,Gjilan,Abaz Ajeti,PO,PO,6:00 - 7:00,PO,,6:00 - 7:00,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,800,847,3,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,Vatra,KDTP,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,75,145,245,0,0,0,0,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Gjithmonë,JO,N/A,JO,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,,,PO,PO,,,844,347,PO,PO,PO,PO,343,28,PO,PO,343,11,PO,PO,0,0,,Gjithmonë,,,,,,,,,,,,,,,,,,,,,,,Jetmir Bakija 2,12/9/2013
991,,1169,0430d,02d,Gjilan,Deshmoret e Kombit,PO,N/A,6:00 - 7:00,PO,PO,6:00 - 7:00,8,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,750,758,3,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,ADK,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,55,224,347,398,8,5,22,PO,JO,0,,JO,,JO,JO,JO,JO,JO,PO,JO,JO,0,0,N/A,N/A,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,FALSE,ADK,LR,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,758,398,PO,PO,PO,PO,360,23,PO,PO,393,12,PO,PO,5,5,,Gjithmonë,Gjithmonë,,JO,,,,,,,,,,,,,,,,,,,,DnV-F1 -Valmir Ismaili,12/9/2013
992,,1450,0401d,08r,Gjilan,Abaz Ajeti,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,8,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,900,0,0,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,76,200,375,0,0,0,30,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,10,0,N/A,JO,19:00 - 19:30,N/A,,N/A,FALSE,FALSE,FALSE,FALSE,FALSE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,924,448,PO,PO,PO,PO,448,16,PO,PO,448,16,PO,PO,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Jetmir Bakija 2,12/9/2013
993,,1082,0401d,15r,Gjilan,Abaz Ajeti,PO,PO,6:00 - 7:00,,PO,6:00 - 7:00,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,800,906,3,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,LR,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,67,197,330,410,6,0,30,PO,JO,0,,JO,,JO,JO,JO,JO,JO,PO,JO,PO,0,0,Gjithmonë,JO,19:05,N/A,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,906,410,PO,PO,PO,PO,410,27,PO,PO,419,8,PO,PO,0,0,,Gjithmonë,Gjithmonë,23:00 +,JO,,,,,,,,,,,,,,,,,,,,Jetmir Bakija 2,12/9/2013
994,,206,0406d,03r,Gjilan,Dobercan,PO,,6:00 - 7:00,PO,PO,6:00 - 7:00,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,750,791,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,ADK,KDTP,PD,FALSE,FALSE,TRUE,,Gjithmonë,Gjithmonë,Gjithmonë,N/A,75,220,336,0,1,0,42,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,N/A,JO,19:00 - 19:30,JO,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,ADK,PD,,FALSE,FALSE,FALSE,,JO,,PO,PO,JO,PO,791,393,PO,PO,PO,PO,393,8,PO,PO,393,8,PO,PO,0,0,,,,23:50,JO,,,,,,,,,,,,,,,,,,,,DnV-F1 -Valmir Ismaili,12/9/2013
995,,744,0406d,02r,Gjilan,Nazim Hikmet - Doberqan,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,8,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,850,895,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,100,250,380,0,0,0,47,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,895,449,PO,PO,PO,PO,449,27,PO,,449,5,PO,PO,0,0,,,Gjithmonë,0:30,JO,,,,,,,,,,,,,,,,,,,,DnV-F1 -Valmir Ismaili,12/9/2013
996,,871,0401d,14r,Gjilan,Abaz Ajeti,PO,JO,6:00 - 7:00,N/A,N/A,6:00 - 7:00,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,850,869,3,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,KDTP,Vatra,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,63,165,295,369,0,0,0,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,N/A,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,KDTP,Vatra,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,867,400,PO,PO,,,369,34,PO,PO,480,2,PO,PO,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Jetmir Bakija 2,12/9/2013
997,,810,0406d,01r,Gjilan,Nazim Hikmet - Doberqan,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,7,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,800,844,2,PO,PO,PO,PO,6:00 - 7:00,TRUE,TRUE,TRUE,TRUE,TRUE,KDTP,KTAP,Vatra,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,90,220,400,454,0,0,15,PO,N/A,0,,JO,,JO,JO,JO,JO,JO,PO,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,KDTP,Vatra,PD,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,844,452,PO,PO,PO,PO,452,37,PO,PO,452,10,PO,PO,0,0,,Gjithmonë,Gjithmonë,23:45,JO,,,,,,,,,,,,,,,,,,,,DnV-F1 -Valmir Ismaili,12/9/2013
998,,1268,0406d,04d,Gjilan,Nazim Hikmet - Doberqan,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,8,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,650,672,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,Vatra,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,35,146,257,0,0,11,26,PO,JO,0,,JO,,JO,JO,JO,JO,JO,PO,JO,JO,0,0,Gjithmonë,N/A,19:05,JO,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,Vatra,KDTP,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,672,310,PO,PO,PO,PO,650,0,PO,PO,0,0,PO,PO,11,11,JO,Gjithmonë,Gjithmonë,23:20,JO,,,,,,,,,,,,,,,,,,,,DnV-F1 -Valmir Ismaili,12/9/2013
999,,,0401D,05R,Gjilan,ABAZ AJETI,PO,PO,6:00 - 7:00,JO,PO,6:00 - 7:00,8,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,800,863,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,49,156,296,362,9,0,18,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,N/A,JO,19:00 - 19:30,PO,PO,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,PSD,KDTP,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,362,362,PO,PO,PO,PO,362,40,PO,PO,362,6,PO,PO,0,0,,Gjithmonë,Gjithmonë,23:00 +,JO,,,,,,,,,,,,,,,,,,,,Jetmir Bakija 2,12/10/2013
1000,,,0408D4,03D,Gjilan,LIRIA POGRAGJE,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,8,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,250,193,3,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,41,80,76,193,1,15,2,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Nganjëherë,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,FALSE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,250,193,,,,PO,193,5,PO,PO,193,5,PO,PO,15,15,PO,Gjithmonë,Gjithmonë,20:00 - 23:00,JO,,,,,,,,,,,,,,,,,,,,DnV-F1 -Valmir Ismaili,12/10/2013
1001,,,0401X,14R,Gjilan,N/A,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,8,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,850,882,3,PO,PO,PO,PO,N/A,TRUE,TRUE,TRUE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,42,153,313,404,8,0,14,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,882,401,PO,PO,PO,PO,401,6,PO,,401,6,PO,PO,0,0,,Gjithmonë,Gjithmonë,20:00 - 23:00,JO,,,,,,,,,,,,,,,,,,,,DnV-F1 -Valmir Ismaili,12/10/2013
1002,,,0444D,01D,Gjilan,N/A,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,400,412,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,TRUE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,52,135,178,188,3,3,0,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,TRUE,FALSE,,JO,,PO,PO,PO,PO,412,185,PO,PO,PO,PO,185,178,PO,PO,184,178,PO,PO,3,3,PO,Gjithmonë,Gjithmonë,20:00 - 23:00,JO,,,,,,,,,,,,,,,,,,,,DnV-F1 -Valmir Ismaili,12/10/2013
1003,,,0402X,07R,Gjilan,MUSA ZAJMI,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,8,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,750,776,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,FALSE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,66,260,410,488,0,0,0,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,N/A,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,776,488,PO,PO,PO,PO,488,43,PO,PO,488,11,PO,PO,0,0,,,,,,,,,,,,,,,,,,,,,,,,,DnV-F1 -Valmir Ismaili,12/10/2013
1004,,,0401X,02R,Gjilan,N/A,N/A,,6:00 - 7:00,PO,PO,6:00 - 7:00,8,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,850,864,3,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,LDD,BKK,,FALSE,FALSE,FALSE,Ambasada Angleze,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,63,128,134,72,0,0,17,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,LDD,BKK,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,864,397,PO,PO,PO,PO,397,39,PO,PO,397,3,PO,PO,0,0,,Gjithmonë,Gjithmonë,20:00 - 23:00,JO,,,,,,,,,,,,,,,,,,,,DnV-F1 -Valmir Ismaili,12/10/2013
1005,,,0402X,02R,Gjilan,MUSA ZAJMI,PO,PO,6:00 - 7:00,PO,JO,6:00 - 7:00,7,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,700,731,3,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,47,143,157,437,0,0,0,PO,JO,0,,PO,JO,JO,JO,JO,JO,JO,PO,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,N/A,TRUE,TRUE,TRUE,TRUE,TRUE,PD,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,437,437,PO,PO,PO,PO,437,5,PO,PO,437,5,PO,PO,0,0,,,Gjithmonë,20:00 - 23:00,JO,,,,,,,,,,,,,,,,,,,,DnV-F1 -Valmir Ismaili,12/10/2013
1006,,,0401X,07R,Gjilan,THIMI MITKO,N/A,N/A,6:00 - 7:00,,N/A,6:00 - 7:00,8,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,900,924,3,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,ADK,VATAN,,FALSE,FALSE,FALSE,Ambasada Angleze,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,64,185,313,400,0,0,27,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,N/A,N/A,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,ADK,VATRA,VATA,FALSE,FALSE,FALSE,N/A,N/A,N/A,PO,PO,PO,PO,400,400,PO,PO,PO,PO,400,30,PO,PO,400,10,PO,N/A,0,0,N/A,Gjithmonë,N/A,20:00 - 23:00,JO,,,,,,,,,,,,,,,,,,,,DnV-F1 -Valmir Ismaili,12/10/2013
1007,,,0401X,03R,Gjilan,THIMI MITKO,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,8,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,850,867,3,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,61,200,343,410,0,0,20,PO,JO,0,,JO,,JO,JO,JO,JO,JO,PO,JO,JO,0,0,Gjithmonë,N/A,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,FALSE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,867,410,JO,JO,PO,PO,410,38,PO,PO,410,16,PO,PO,0,0,,Gjithmonë,Nganjëherë,23:00 +,JO,,,,,,,,,,,,,,,,,,,,DnV-F1 -Valmir Ismaili,12/10/2013
1008,,,0410D,03D,Gjilan,CERRNICE,JO,N/A,6:00 - 7:00,PO,PO,6:00 - 7:00,9,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,700,713,3,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,PSD,PD,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,50,200,325,0,0,10,59,PO,JO,0,,JO,,JO,JO,JO,JO,JO,N/A,JO,JO,0,0,Gjithmonë,JO,19:00 - 19:30,JO,,20:00 - 21:00,TRUE,TRUE,TRUE,TRUE,TRUE,PD,PDS,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,713,426,PO,PO,PO,PO,713,3,PO,PO,713,3,PO,PO,10,0,,Gjithmonë,Gjithmonë,20:00 - 23:00,JO,,,,,,,,,,,,,,,,,,,,DnV-F1 -Valmir Ismaili,12/10/2013
1009,,,0415D,01R,Gjilan,N/A,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,12,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,650,668,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,FALSE,TRUE,SLS,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,47,190,274,391,0,0,21,PO,JO,0,,JO,,JO,JO,JO,JO,JO,PO,JO,JO,0,0,N/A,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,FALSE,TRUE,SLS,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,668,391,,PO,PO,PO,391,27,PO,PO,391,74,PO,PO,0,0,,Gjithmonë,Gjithmonë,20:00 - 23:00,JO,,,,,,,,,,,,,,,,,,,,DnV-F1 -Valmir Ismaili,12/10/2013
1010,,,0401D,03R,Gjilan,ABAZA AJETI,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,8,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,800,805,2,PO,N/A,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,IQLV,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,95,228,344,400,6,0,21,PO,JO,0,,JO,,N/A,JO,JO,JO,JO,JO,JO,JO,0,0,N/A,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,IQLV,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,805,400,,,,PO,400,34,PO,PO,400,5,PO,PO,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Jetmir Bakija 2,12/10/2013
1011,,,0403X,01R,Gjilan,MEHMET ISAI,PO,JO,6:00 - 7:00,PO,N/A,N/A,8,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,650,672,3,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,VATRA,ADK,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,52,206,338,428,5,0,39,PO,JO,0,,JO,N/A,N/A,JO,JO,JO,JO,JO,JO,JO,0,0,N/A,JO,19:00 - 19:30,PO,PO,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,672,428,PO,PO,PO,PO,428,37,PO,PO,428,13,PO,PO,0,0,,N/A,Gjithmonë,23:00 +,JO,,,,,,,,,,,,,,,,,,,,DnV-F1 -Valmir Ismaili,12/10/2013
1012,,,0402X,03R,Gjilan,MUSA ZAJMI,JO,PO,6:00 - 7:00,PO,,6:00 - 7:00,8,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,750,754,3,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,VATRA,ADK,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,64,216,351,455,0,0,35,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,1,0,Gjithmonë,PO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,VATRA,ADK,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,754,455,PO,PO,PO,PO,455,35,PO,PO,455,10,PO,PO,0,0,,Gjithmonë,Gjithmonë,20:00 - 23:00,JO,,,,,,,,,,,,,,,,,,,,DnV-F1 -Valmir Ismaili,12/10/2013
1013,,,0409D,02R,Gjilan,AGIM RAMADANI,PO,PO,6:00 - 7:00,PO,PO,6:00 - 7:00,8,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,750,763,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,48,178,298,355,0,0,0,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Nganjëherë,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,763,355,PO,PO,PO,PO,355,2,,,355,2,PO,,0,0,,Gjithmonë,Gjithmonë,23:00 +,JO,,,,,,,,,,,,,,,,,,,,DnV-F1 -Valmir Ismaili,12/10/2013
1014,,,0402X,05R,Gjilan,MUSA ZAJMI,PO,,6:00 - 7:00,PO,PO,6:00 - 7:00,9,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,726,0,2,PO,PO,PO,PO,7:00 - 7:30,TRUE,TRUE,TRUE,TRUE,TRUE,,,,FALSE,FALSE,FALSE,,Gjithmonë,Gjithmonë,Gjithmonë,Gjithmonë,63,184,331,403,0,0,0,PO,JO,0,,JO,,JO,JO,JO,JO,JO,JO,JO,JO,0,0,Aspak,JO,19:00 - 19:30,JO,,19:00 -20:00,TRUE,TRUE,TRUE,TRUE,TRUE,ADK,LV,,FALSE,FALSE,FALSE,,JO,,PO,PO,PO,PO,727,403,JO,JO,PO,PO,727,8,PO,PO,408,8,PO,PO,0,0,,,Gjithmonë,23:00 +,,,,,,,,,,,,,,,,,,,,,DnV-F1 -Valmir Ismaili,12/10/2013
